Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,1200
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,103
Calibration Coefficients:Elapsed Real Time:,15.7
Elapsed Live Time:,15.66
Start Time:,September 19, 2023, 10:15:11
End Time:,September 19, 2023, 10:15:17
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,1,1023,1545,1545,0,385

Channel Data:
Channel,Energy,Counts
373,,3
374,,5
375,,3
376,,3
377,,7
378,,4
379,,3
380,,4
381,,2
382,,2
383,,2
384,,2
385,,2
386,,4
387,,2
388,,1
389,,6
390,,3
391,,3
392,,2
393,,2
394,,4
395,,2
396,,3
397,,1
398,,5
399,,2
400,,2
401,,5
402,,1
403,,2
404,,3
405,,3
406,,4
407,,1
408,,1
409,,2
410,,4
411,,1
412,,1
413,,0
414,,2
415,,1
416,,1
417,,3
418,,2
419,,4
420,,4
421,,4
422,,3
423,,3
424,,2
425,,2
426,,3
427,,0
428,,0
429,,1
430,,5
431,,1
432,,4
433,,2
434,,6
435,,3
436,,3
437,,1
438,,2
439,,1
440,,1
441,,0
442,,2
443,,4
444,,3
445,,1
446,,3
447,,2
448,,1
449,,2
450,,4
451,,0
452,,0
453,,1
454,,2
455,,1
456,,4
457,,3
458,,2
459,,5
460,,2
461,,4
462,,1
463,,1
464,,2
465,,0
466,,1
467,,1
468,,4
469,,1
470,,0
471,,4
472,,4
473,,2
474,,1
475,,1
476,,2
477,,0
478,,1
479,,0
480,,5
481,,1
482,,2
483,,2
484,,2
485,,0
486,,4
487,,1
488,,1
489,,1
490,,1
491,,1
492,,1
493,,2
494,,2
495,,0
496,,0
497,,0
498,,3
499,,0
500,,2
501,,1
502,,2
503,,0
504,,1
505,,1
506,,3
507,,0
508,,3
509,,0
510,,1
511,,0
512,,0
513,,1
514,,1
515,,1
516,,1
517,,2
518,,1
519,,1
520,,0
521,,1
522,,1
523,,2
524,,0
525,,0
526,,1
527,,0
528,,0
529,,3
530,,0
531,,0
532,,1
533,,1
534,,0
535,,1
536,,1
537,,0
538,,2
539,,0
540,,1
541,,0
542,,0
543,,1
544,,1
545,,1
546,,1
547,,0
548,,1
549,,0
550,,0
551,,0
552,,2
553,,1
554,,1
555,,0
556,,0
557,,0
558,,1
559,,0
560,,0
561,,0
562,,0
563,,2
564,,0
565,,1
566,,0
567,,0
568,,0
569,,0
570,,0
571,,1
572,,1
573,,1
574,,0
575,,0
576,,0
577,,0
578,,0
579,,0
580,,1
581,,0
582,,0
583,,2
584,,1
585,,0
586,,0
587,,1
588,,0
589,,0
590,,0
591,,0
592,,0
593,,1
594,,0
595,,0
596,,0
597,,1
598,,0
599,,1
600,,1
601,,0
602,,0
603,,0
604,,2
605,,0
606,,1
607,,0
608,,1
609,,2
610,,0
611,,0
612,,0
613,,0
614,,1
615,,0
616,,0
617,,0
618,,0
619,,0
620,,0
621,,1
622,,0
623,,1
624,,0
625,,1
626,,0
627,,1
628,,2
629,,0
630,,1
631,,0
632,,1
633,,0
634,,0
635,,0
636,,2
637,,0
638,,0
639,,0
640,,0
641,,0
642,,2
643,,1
644,,0
645,,0
646,,0
647,,0
648,,0
649,,1
650,,2
651,,0
652,,0
653,,0
654,,1
655,,0
656,,0
657,,0
658,,1
659,,0
660,,0
661,,0
662,,2
663,,0
664,,0
665,,0
666,,0
667,,0
668,,0
669,,0
670,,0
671,,1
672,,1
673,,0
674,,0
675,,0
676,,0
677,,0
678,,1
679,,0
680,,0
681,,1
682,,0
683,,0
684,,0
685,,0
686,,1
687,,0
688,,1
689,,1
690,,0
691,,1
692,,1
693,,1
694,,1
695,,1
696,,1
697,,2
698,,1
699,,1
700,,0
701,,1
702,,2
703,,0
704,,1
705,,0
706,,0
707,,0
708,,0
709,,0
710,,0
711,,1
712,,0
713,,0
714,,0
715,,1
716,,1
717,,0
718,,0
719,,0
720,,0
721,,1
722,,2
723,,2
724,,1
725,,0
726,,0
727,,0
728,,0
729,,0
730,,0
731,,1
732,,0
733,,0
734,,0
735,,0
736,,0
737,,1
738,,0
739,,0
740,,0
741,,0
742,,1
743,,1
744,,2
745,,1
746,,0
747,,1
748,,0
749,,0
750,,2
751,,0
752,,1
753,,0
754,,0
755,,0
756,,0
757,,1
758,,1
759,,0
760,,0
761,,0
762,,0
763,,0
764,,0
765,,0
766,,1
767,,0
768,,1
769,,0
770,,0
771,,2
772,,0
773,,1
774,,1
775,,1
776,,0
777,,0
778,,0
779,,0
780,,1
781,,2
782,,1
783,,1
784,,0
785,,1
786,,0
787,,1
788,,0
789,,1
790,,0
791,,1
792,,1
793,,0
794,,0
795,,0
796,,1
797,,0
798,,0
799,,1
800,,1
801,,1
802,,0
803,,1
804,,0
805,,0
806,,1
807,,0
808,,2
809,,0
810,,1
811,,1
812,,0
813,,0
814,,0
815,,0
816,,1
817,,2
818,,2
819,,1
820,,0
821,,0
822,,0
823,,0
824,,0
825,,0
826,,0
827,,0
828,,0
829,,1
830,,0
831,,1
832,,0
833,,3
834,,0
835,,0
836,,0
837,,0
838,,0
839,,2
840,,0
841,,0
842,,1
843,,1
844,,0
845,,2
846,,1
847,,2
848,,0
849,,0
850,,0
851,,0
852,,1
853,,1
854,,1
855,,1
856,,1
857,,0
858,,0
859,,0
860,,2
861,,2
862,,0
863,,1
864,,1
865,,1
866,,2
867,,0
868,,2
869,,0
870,,0
871,,1
872,,2
873,,1
874,,1
875,,0
876,,3
877,,1
878,,0
879,,1
880,,2
881,,1
882,,1
883,,1
884,,1
885,,0
886,,1
887,,3
888,,1
889,,0
890,,1
891,,1
892,,1
893,,1
894,,1
895,,2
896,,0
897,,2
898,,1
899,,0
900,,0
901,,0
902,,0
903,,0
904,,1
905,,0
906,,0
907,,1
908,,2
909,,1
910,,2
911,,0
912,,0
913,,1
914,,0
915,,2
916,,2
917,,1
918,,1
919,,1
920,,1
921,,1
922,,2
923,,0
924,,3
925,,1
926,,0
927,,0
928,,1
929,,1
930,,0
931,,0
932,,0
933,,0
934,,2
935,,1
936,,0
937,,0
938,,2
939,,1
940,,2
941,,0
942,,1
943,,2
944,,0
945,,2
946,,2
947,,1
948,,1
949,,2
950,,3
951,,2
952,,1
953,,0
954,,1
955,,1
956,,1
957,,1
958,,1
959,,1
960,,1
961,,1
962,,2
963,,3
964,,0
965,,0
966,,0
967,,1
968,,1
969,,0
970,,0
971,,1
972,,0
973,,2
974,,0
975,,1
976,,2
977,,1
978,,1
979,,0
980,,0
981,,2
982,,1
983,,1
984,,2
985,,0
986,,1
987,,2
988,,2
989,,0
990,,1
991,,2
992,,0
993,,2
994,,1
995,,4
996,,2
997,,1
998,,1
999,,2
1000,,0
1001,,1
1002,,0
1003,,0
1004,,1
1005,,1
1006,,0
1007,,0
1008,,2
1009,,2
1010,,1
1011,,0
1012,,0
1013,,1
1014,,2
1015,,1
1016,,0
1017,,1
1018,,0
1019,,1
1020,,1
1021,,1
1022,,0
1023,,0
