Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Direct In
High Voltage:,1200
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.00
Upper Discriminator:,1048
Lower Discriminator:,103
Calibration Coefficients:Elapsed Real Time:,10.56
Elapsed Live Time:,10.53
Start Time:,September 19, 2023, 10:14:48
End Time:,September 19, 2023, 10:14:53
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,1,1023,984,984,0,380

Channel Data:
Channel,Energy,Counts
374,,4
375,,2
376,,2
377,,7
378,,3
379,,3
380,,2
381,,1
382,,1
383,,2
384,,2
385,,1
386,,1
387,,2
388,,1
389,,4
390,,2
391,,2
392,,2
393,,2
394,,1
395,,2
396,,1
397,,0
398,,2
399,,2
400,,1
401,,4
402,,0
403,,0
404,,1
405,,2
406,,3
407,,0
408,,0
409,,2
410,,3
411,,0
412,,0
413,,0
414,,2
415,,0
416,,1
417,,1
418,,0
419,,3
420,,2
421,,3
422,,3
423,,2
424,,0
425,,2
426,,2
427,,0
428,,0
429,,0
430,,2
431,,0
432,,2
433,,1
434,,4
435,,3
436,,2
437,,1
438,,1
439,,1
440,,0
441,,0
442,,1
443,,3
444,,3
445,,1
446,,3
447,,2
448,,1
449,,1
450,,3
451,,0
452,,0
453,,1
454,,2
455,,1
456,,0
457,,2
458,,0
459,,4
460,,2
461,,4
462,,1
463,,1
464,,1
465,,0
466,,0
467,,1
468,,0
469,,1
470,,0
471,,3
472,,2
473,,0
474,,0
475,,0
476,,2
477,,0
478,,1
479,,0
480,,3
481,,1
482,,1
483,,0
484,,1
485,,0
486,,2
487,,0
488,,1
489,,0
490,,0
491,,1
492,,0
493,,1
494,,1
495,,0
496,,0
497,,0
498,,1
499,,0
500,,0
501,,1
502,,2
503,,0
504,,1
505,,1
506,,2
507,,0
508,,3
509,,0
510,,1
511,,0
512,,0
513,,1
514,,0
515,,1
516,,1
517,,1
518,,1
519,,1
520,,0
521,,0
522,,1
523,,2
524,,0
525,,0
526,,1
527,,0
528,,0
529,,1
530,,0
531,,0
532,,0
533,,1
534,,0
535,,0
536,,1
537,,0
538,,0
539,,0
540,,1
541,,0
542,,0
543,,1
544,,1
545,,0
546,,0
547,,0
548,,1
549,,0
550,,0
551,,0
552,,1
553,,1
554,,0
555,,0
556,,0
557,,0
558,,1
559,,0
560,,0
561,,0
562,,0
563,,1
564,,0
565,,0
566,,0
567,,0
568,,0
569,,0
570,,0
571,,1
572,,0
573,,1
574,,0
575,,0
576,,0
577,,0
578,,0
579,,0
580,,1
581,,0
582,,0
583,,1
584,,1
585,,0
586,,0
587,,1
588,,0
589,,0
590,,0
591,,0
592,,0
593,,0
594,,0
595,,0
596,,0
597,,1
598,,0
599,,1
600,,1
601,,0
602,,0
603,,0
604,,2
605,,0
606,,0
607,,0
608,,0
609,,0
610,,0
611,,0
612,,0
613,,0
614,,1
615,,0
616,,0
617,,0
618,,0
619,,0
620,,0
621,,1
622,,0
623,,1
624,,0
625,,1
626,,0
627,,0
628,,1
629,,0
630,,0
631,,0
632,,1
633,,0
634,,0
635,,0
636,,1
637,,0
638,,0
639,,0
640,,0
641,,0
642,,1
643,,0
644,,0
645,,0
646,,0
647,,0
648,,0
649,,1
650,,1
651,,0
652,,0
653,,0
654,,1
655,,0
656,,0
657,,0
658,,1
659,,0
660,,0
661,,0
662,,2
663,,0
664,,0
665,,0
666,,0
667,,0
668,,0
669,,0
670,,0
671,,0
672,,1
673,,0
674,,0
675,,0
676,,0
677,,0
678,,0
679,,0
680,,0
681,,0
682,,0
683,,0
684,,0
685,,0
686,,1
687,,0
688,,0
689,,1
690,,0
691,,1
692,,1
693,,1
694,,1
695,,1
696,,0
697,,1
698,,1
699,,0
700,,0
701,,1
702,,2
703,,0
704,,1
705,,0
706,,0
707,,0
708,,0
709,,0
710,,0
711,,1
712,,0
713,,0
714,,0
715,,0
716,,0
717,,0
718,,0
719,,0
720,,0
721,,0
722,,2
723,,1
724,,0
725,,0
726,,0
727,,0
728,,0
729,,0
730,,0
731,,0
732,,0
733,,0
734,,0
735,,0
736,,0
737,,1
738,,0
739,,0
740,,0
741,,0
742,,1
743,,1
744,,2
745,,1
746,,0
747,,1
748,,0
749,,0
750,,1
751,,0
752,,1
753,,0
754,,0
755,,0
756,,0
757,,1
758,,1
759,,0
760,,0
761,,0
762,,0
763,,0
764,,0
765,,0
766,,1
767,,0
768,,1
769,,0
770,,0
771,,1
772,,0
773,,0
774,,1
775,,1
776,,0
777,,0
778,,0
779,,0
780,,1
781,,2
782,,1
783,,1
784,,0
785,,0
786,,0
787,,1
788,,0
789,,0
790,,0
791,,0
792,,1
793,,0
794,,0
795,,0
796,,1
797,,0
798,,0
799,,1
800,,1
801,,0
802,,0
803,,1
804,,0
805,,0
806,,0
807,,0
808,,0
809,,0
810,,1
811,,0
812,,0
813,,0
814,,0
815,,0
816,,1
817,,1
818,,2
819,,0
820,,0
821,,0
822,,0
823,,0
824,,0
825,,0
826,,0
827,,0
828,,0
829,,1
830,,0
831,,1
832,,0
833,,2
834,,0
835,,0
836,,0
837,,0
838,,0
839,,0
840,,0
841,,0
842,,1
843,,0
844,,0
845,,1
846,,1
847,,2
848,,0
849,,0
850,,0
851,,0
852,,1
853,,1
854,,0
855,,1
856,,1
857,,0
858,,0
859,,0
860,,1
861,,1
862,,0
863,,0
864,,0
865,,0
866,,2
867,,0
868,,2
869,,0
870,,0
871,,1
872,,2
873,,0
874,,0
875,,0
876,,2
877,,0
878,,0
879,,1
880,,1
881,,1
882,,0
883,,1
884,,1
885,,0
886,,1
887,,2
888,,1
889,,0
890,,0
891,,0
892,,1
893,,1
894,,1
895,,2
896,,0
897,,0
898,,1
899,,0
900,,0
901,,0
902,,0
903,,0
904,,1
905,,0
906,,0
907,,0
908,,1
909,,0
910,,1
911,,0
912,,0
913,,1
914,,0
915,,2
916,,2
917,,1
918,,1
919,,1
920,,1
921,,1
922,,2
923,,0
924,,3
925,,0
926,,0
927,,0
928,,0
929,,1
930,,0
931,,0
932,,0
933,,0
934,,2
935,,0
936,,0
937,,0
938,,2
939,,1
940,,1
941,,0
942,,1
943,,0
944,,0
945,,0
946,,1
947,,1
948,,1
949,,2
950,,2
951,,1
952,,0
953,,0
954,,1
955,,1
956,,0
957,,0
958,,1
959,,1
960,,0
961,,1
962,,2
963,,1
964,,0
965,,0
966,,0
967,,0
968,,1
969,,0
970,,0
971,,0
972,,0
973,,0
974,,0
975,,1
976,,1
977,,0
978,,1
979,,0
980,,0
981,,2
982,,0
983,,0
984,,2
985,,0
986,,0
987,,1
988,,2
989,,0
990,,0
991,,1
992,,0
993,,0
994,,1
995,,3
996,,2
997,,1
998,,1
999,,1
1000,,0
1001,,0
1002,,0
1003,,0
1004,,1
1005,,0
1006,,0
1007,,0
1008,,1
1009,,1
1010,,1
1011,,0
1012,,0
1013,,1
1014,,1
1015,,0
1016,,0
1017,,0
1018,,0
1019,,0
1020,,0
1021,,0
1022,,0
1023,,0
